Size_sqft,Bedrooms,Bathrooms,Location,YearBuilt,Price
2533.0,3.0,1,Suburb,2008,617560.0
2775.0,1.0,1,City,1966,615395.0
3212.0,5.0,1,City,1996,610219.0
3446.0,4.0,3,Suburb,1975,595380.0
2165.0,2.0,2,City,1997,835717.0
1480.0,3.0,2,City,1999,539251.0
2127.0,5.0,3,City,1988,763877.0
2604.0,4.0,2,City,1976,451677.0
1736.0,4.0,1,Suburb,1979,490373.0
1741.0,5.0,1,Suburb,1984,689306.0
2663.0,3.0,3,Suburb,2019,515860.0
2385.0,4.0,1,Suburb,1997,509643.0
2443.0,2.0,3,City,2022,846235.0
1882.0,1.0,1,Suburb,1998,741637.0
2256.0,2.0,2,Suburb,2023,677112.0
1765.0,4.0,1,City,1980,763736.0
3051.0,1.0,3,Suburb,1991,465368.0
3153.0,5.0,2,City,1987,531592.0
1111.0,1.0,3,Suburb,1971,703657.0
1761.0,1.0,2,Suburb,1982,455612.0
1359.0,1.0,2,Suburb,1974,460702.0
1959.0,4.0,1,City,1971,619381.0
2360.0,3.0,1,Suburb,1963,694716.0
1392.0,4.0,2,Suburb,1994,634911.0
1766.0,3.0,1,City,2020,534365.0
1708.0,5.0,1,Suburb,1986,541505.0
2567.0,5.0,3,Suburb,1992,631484.0
2469.0,5.0,1,City,1972,776239.0
1908.0,5.0,2,City,1996,888812.0
2545.0,5.0,1,Suburb,2003,676995.0
2032.0,2.0,2,City,1961,384315.0
2227.0,4.0,2,City,1997,794684.0
3606.0,3.0,3,City,1996,763138.0
3370.0,5.0,2,Suburb,2018,585139.0
1498.0,2.0,2,Suburb,1977,635472.0
3008.0,2.0,3,City,2007,876192.0
2995.0,2.0,2,City,2008,897640.0
1606.0,4.0,3,Suburb,2017,549499.0
3000.0,5.0,2,City,1994,989908.0
3510.0,2.0,1,City,2017,733719.0
1624.0,2.0,3,Suburb,1966,1034045.0
1769.0,5.0,3,Suburb,1968,469610.0
3141.0,4.0,2,Suburb,1963,588627.0
2612.0,2.0,3,City,1991,349180.0
2810.0,3.0,2,City,1964,636823.0
2661.0,1.0,3,City,2015,786386.0
2697.0,1.0,3,Suburb,2015,934238.0
1479.0,1.0,1,City,2003,560452.0
3162.0,4.0,2,Suburb,1972,716659.0
3249.0,2.0,1,Suburb,1963,620629.0
2257.0,1.0,3,City,2011,768939.0
2389.0,1.0,2,Suburb,1974,645182.0
1334.0,5.0,1,City,1960,624800.0
2784.0,2.0,3,City,2024,409169.0
2825.0,2.0,1,Suburb,1970,706354.0
2376.0,5.0,3,City,2020,878709.0
3217.0,2.0,3,Suburb,2022,479324.0
2183.0,3.0,2,Suburb,1997,798015.0
2820.0,4.0,2,Suburb,2004,676380.0
1697.0,5.0,2,City,1963,361055.0
2403.0,1.0,3,City,2007,614092.0
2296.0,2.0,1,City,1968,624057.0
2579.0,3.0,2,Suburb,2006,728150.0
2158.0,3.0,2,Suburb,2019,744499.0
2326.0,4.0,2,City,2011,683393.0
3005.0,3.0,2,Suburb,1992,764879.0
2110.0,2.0,3,City,2017,531343.0
1281.0,2.0,1,City,2007,636540.0
3660.0,3.0,3,City,1964,641634.0
3399.0,2.0,3,City,1986,834009.0
1504.0,2.0,3,Suburb,2000,394336.0
2908.0,1.0,2,City,1960,751051.0
2063.0,5.0,1,Suburb,2010,882899.0
2606.0,2.0,3,Suburb,1975,681614.0
2628.0,2.0,3,City,1991,1148090.0
2253.0,4.0,3,City,2006,591911.0
1864.0,5.0,2,Suburb,1982,642913.0
1930.0,5.0,2,City,1974,581839.0
1770.0,5.0,3,Suburb,1985,630569.0
1830.0,3.0,2,Suburb,1996,754475.0
2372.0,1.0,1,Suburb,2014,609531.0
1912.0,1.0,2,Suburb,1961,542837.0
2903.0,4.0,3,City,1978,430375.0
3474.0,5.0,1,City,1991,640283.0
2008.0,5.0,2,City,2014,660124.0
2589.0,2.0,3,Suburb,2015,618623.0
2774.0,3.0,1,City,1988,988057.0
2754.0,3.0,1,Suburb,1995,757875.0
2473.0,4.0,1,Suburb,2012,584504.0
2946.0,1.0,2,Suburb,1998,766959.0
2761.0,5.0,1,City,1970,783163.0
1542.0,4.0,2,City,1989,662243.0
3036.0,3.0,3,Suburb,2012,602879.0
3049.0,3.0,2,City,1967,520229.0
1879.0,3.0,2,Suburb,1979,863607.0
2446.0,5.0,3,City,1971,639463.0
2904.0,5.0,2,City,2009,635145.0
2271.0,5.0,2,City,1971,825831.0
3180.0,2.0,3,Suburb,2013,667863.0
4095.0,1.0,1,City,2013,1022593.0
1863.0,3.0,3,City,1978,586108.0
1441.0,3.0,1,Suburb,1973,608761.0
2635.0,2.0,2,City,2011,560298.0
2931.0,3.0,3,Suburb,1981,541607.0
2256.0,3.0,1,City,1963,722283.0
3450.0,5.0,2,Suburb,2018,766571.0
1471.0,5.0,2,Suburb,1993,607192.0
2911.0,1.0,2,City,2023,669074.0
1990.0,3.0,1,Suburb,1977,693860.0
3638.0,4.0,1,Suburb,1990,852034.0
3832.0,3.0,1,City,2001,574482.0
1876.0,3.0,2,City,1962,688925.0
2030.0,1.0,1,City,2014,726146.0
3029.0,4.0,3,City,1969,722878.0
2145.0,3.0,1,Suburb,1981,673936.0
2387.0,4.0,1,Suburb,1982,812499.0
2438.0,5.0,2,City,1972,561451.0
1059.0,5.0,3,City,1999,637784.0
2410.0,4.0,3,City,1972,576649.0
1931.0,3.0,3,City,2010,566682.0
2070.0,4.0,1,Suburb,2023,680015.0
3443.0,4.0,2,Suburb,1972,808106.0
1529.0,5.0,1,Suburb,1988,548610.0
2996.0,4.0,2,Suburb,2006,797438.0
2222.0,2.0,3,Suburb,1985,614432.0
2221.0,2.0,1,City,1982,523019.0
2980.0,5.0,2,City,2015,566154.0
2661.0,3.0,1,Suburb,1978,802955.0
2824.0,3.0,2,Suburb,2009,511230.0
3106.0,5.0,3,City,1994,956206.0
2185.0,3.0,1,Suburb,2008,683301.0
1986.0,1.0,3,Suburb,2005,414819.0
1650.0,2.0,1,Suburb,2012,511422.0
1835.0,1.0,1,Suburb,1990,783385.0
4510.0,1.0,2,City,1981,449810.0
3302.0,1.0,2,Suburb,1967,759652.0
1462.0,5.0,2,Suburb,1978,491972.0
1482.0,1.0,3,Suburb,1990,716557.0
2761.0,4.0,3,Suburb,1991,855504.0
2807.0,3.0,1,Suburb,2014,718339.0
2809.0,5.0,2,City,1990,787543.0
2239.0,4.0,3,City,2010,769211.0
2331.0,4.0,1,City,1986,496226.0
2652.0,2.0,3,Suburb,2007,486066.0
2480.0,2.0,1,Suburb,2002,405501.0
847.0,4.0,2,City,2010,708212.0
2257.0,2.0,1,City,2009,648334.0
1816.0,3.0,1,Suburb,2020,517198.0
2544.0,3.0,2,Suburb,2000,711809.0
4536.0,2.0,2,City,2010,897820.0
2680.0,1.0,1,Suburb,1983,763864.0
2197.0,4.0,3,Suburb,1989,863583.0
3073.0,3.0,2,City,2011,606546.0
2762.0,2.0,1,Suburb,2009,688576.0
2717.0,2.0,2,Suburb,2016,709669.0
2850.0,3.0,2,Suburb,2021,786657.0
3877.0,3.0,3,City,2012,438990.0
1618.0,1.0,2,Suburb,1990,882742.0
2755.0,2.0,1,Suburb,1989,697309.0
1763.0,2.0,1,City,1969,853891.0
2813.0,5.0,2,Suburb,2003,817229.0
1768.0,1.0,2,Suburb,1965,350511.0
2124.0,3.0,3,Suburb,1986,711747.0
2210.0,3.0,3,City,1979,734813.0
3111.0,4.0,3,City,1979,631256.0
3071.0,3.0,1,Suburb,1971,664349.0
1537.0,2.0,3,City,2008,534424.0
2459.0,3.0,1,City,2011,640366.0
1917.0,2.0,3,City,1969,614735.0
1528.0,2.0,1,City,1964,587483.0
2266.0,1.0,2,City,2023,609462.0
2201.0,3.0,1,City,2017,317931.0
4140.0,1.0,2,City,1967,587152.0
2726.0,2.0,1,City,1989,530003.0
1443.0,3.0,1,City,1976,541244.0
2019.0,3.0,2,Suburb,1980,461105.0
3144.0,1.0,1,City,1975,629029.0
3900.0,1.0,1,City,1986,533338.0
1295.0,2.0,3,Suburb,1965,531318.0
1087.0,2.0,2,Suburb,2001,680734.0
3746.0,3.0,2,Suburb,1975,900855.0
2696.0,3.0,3,Suburb,2004,682286.0
1804.0,5.0,3,City,1962,819665.0
2799.0,5.0,2,City,1999,648889.0
551.0,4.0,2,City,1979,1024902.0
2422.0,2.0,2,Suburb,1966,498998.0
2652.0,4.0,3,City,2018,371649.0
3075.0,4.0,3,City,1970,793805.0
1701.0,1.0,1,Suburb,2011,770394.0
2480.0,1.0,3,Suburb,1962,398674.0
1764.0,5.0,1,Suburb,1980,641243.0
2601.0,4.0,1,Suburb,2012,925413.0
1785.0,5.0,3,Suburb,1989,793441.0
2130.0,2.0,3,City,1970,437484.0
1714.0,3.0,3,Suburb,1984,366518.0
2881.0,1.0,3,Suburb,2009,899483.0
3028.0,2.0,2,City,1968,538884.0
2253.0,2.0,3,City,2004,804500.0
2447.0,1.0,1,City,1988,766883.0
1393.0,1.0,1,Suburb,2021,659423.0
2207.0,4.0,2,Suburb,1974,553469.0
2384.0,5.0,2,City,1978,880802.0
4277.0,2.0,3,City,1974,335043.0
1631.0,4.0,2,Suburb,1998,823197.0
3457.0,4.0,3,City,1994,615514.0
3126.0,2.0,3,City,1972,551562.0
2619.0,2.0,2,City,1975,645240.0
3666.0,3.0,2,City,2014,827787.0
2683.0,5.0,1,Suburb,2024,480597.0
2695.0,2.0,2,Suburb,1994,711438.0
2382.0,1.0,2,Suburb,1975,750419.0
3287.0,3.0,2,City,1960,633691.0
3197.0,5.0,1,Suburb,2009,501422.0
1976.0,1.0,3,Suburb,1973,542670.0
1485.0,1.0,1,City,2021,923293.0
2276.0,5.0,2,City,1966,800900.0
1853.0,3.0,2,Suburb,1982,750553.0
2375.0,1.0,2,City,2022,974273.0
3297.0,4.0,3,City,1988,547695.0
2095.0,5.0,1,Suburb,1981,660547.0
2389.0,5.0,1,Suburb,1965,669920.0
2461.0,2.0,3,Suburb,1988,843735.0
3021.0,3.0,1,City,1961,423931.0
827.0,4.0,3,City,2023,675106.0
1990.0,4.0,3,City,1995,662680.0
2569.0,2.0,1,City,1979,783399.0
3270.0,1.0,1,City,2014,599515.0
2071.0,1.0,3,City,1996,840431.0
1090.0,4.0,1,Suburb,2011,722088.0
2859.0,3.0,3,Suburb,1981,548944.0
1969.0,1.0,1,City,1974,747350.0
1576.0,5.0,1,Suburb,2006,645513.0
1977.0,2.0,1,Suburb,2011,734517.0
2289.0,3.0,1,Suburb,1998,489731.0
1991.0,1.0,1,City,1961,623451.0
856.0,4.0,2,Suburb,2004,811891.0
3055.0,2.0,2,Suburb,1983,868417.0
3323.0,1.0,1,City,2020,727359.0
2881.0,4.0,1,City,2024,628476.0
1613.0,1.0,1,City,2012,582794.0
2277.0,2.0,3,Suburb,1980,560602.0
2415.0,5.0,2,Suburb,1960,560335.0
2844.0,5.0,3,Suburb,2018,539157.0
2893.0,4.0,2,City,2006,650606.0
1899.0,5.0,2,City,1977,577391.0
2478.0,2.0,1,City,1992,743750.0
2744.0,4.0,1,Suburb,1974,715671.0
3451.0,1.0,3,Suburb,1983,823400.0
2919.0,3.0,3,Suburb,1995,745719.0
2979.0,1.0,1,City,2019,785490.0
2479.0,2.0,1,City,1993,543400.0
3419.0,4.0,2,Suburb,2010,734579.0
2710.0,1.0,2,Suburb,1999,699409.0
1809.0,4.0,1,Suburb,1981,374304.0
3414.0,5.0,2,City,1975,654823.0
2914.0,3.0,3,Suburb,2001,516028.0
2106.0,2.0,2,City,1975,440563.0
2080.0,1.0,1,Suburb,1964,617613.0
2630.0,3.0,2,Suburb,1965,570345.0
2748.0,2.0,1,Suburb,2001,552869.0
2559.0,2.0,2,Suburb,1989,452690.0
2640.0,5.0,3,Suburb,1991,922868.0
3625.0,4.0,3,Suburb,2012,480867.0
3179.0,4.0,1,Suburb,1978,613747.0
2555.0,3.0,1,Suburb,2010,762708.0
3087.0,5.0,1,Suburb,1987,806000.0
1688.0,2.0,2,Suburb,2006,501946.0
2702.0,5.0,2,City,1960,631059.0
3702.0,5.0,2,City,2016,743891.0
2265.0,3.0,3,Suburb,1981,706535.0
1819.0,4.0,1,Suburb,2017,718645.0
1957.0,5.0,2,City,1972,488525.0
1647.0,5.0,3,City,1998,542298.0
1863.0,5.0,1,City,1986,640827.0
2157.0,1.0,3,Suburb,1998,617347.0
1423.0,5.0,1,Suburb,1971,687010.0
2431.0,5.0,2,Suburb,1983,508517.0
3059.0,2.0,3,Suburb,1977,805715.0
1776.0,1.0,3,City,1974,488716.0
3496.0,5.0,3,City,2019,696678.0
2782.0,5.0,1,City,1975,544121.0
3150.0,3.0,1,City,2006,624221.0
1953.0,3.0,3,Suburb,1983,447639.0
3025.0,1.0,1,City,2004,638422.0
1646.0,2.0,3,City,1978,760234.0
3051.0,1.0,2,Suburb,2000,848003.0
2541.0,1.0,3,Suburb,1990,648672.0
2812.0,3.0,3,Suburb,1975,484925.0
1586.0,3.0,1,City,1982,782163.0
1785.0,2.0,1,City,1982,713697.0
2843.0,5.0,1,Suburb,2000,638275.0
1747.0,2.0,2,Suburb,1977,583929.0
2748.0,5.0,2,Suburb,1995,645290.0
1451.0,4.0,2,Suburb,1971,667215.0
3021.0,3.0,1,City,2010,781314.0
1546.0,4.0,3,Suburb,1991,539054.0
2811.0,4.0,3,City,1995,564099.0
2863.0,3.0,3,Suburb,1999,628648.0
1926.0,4.0,1,Suburb,1997,464508.0
2832.0,1.0,1,City,2013,763504.0
2604.0,5.0,2,Suburb,1963,749393.0
2038.0,2.0,1,Suburb,2005,706525.0
1705.0,3.0,3,Suburb,2022,1016740.0
1029.0,1.0,2,City,2009,762385.0
2667.0,2.0,2,City,1989,859595.0
1310.0,2.0,1,Suburb,1975,671903.0
2487.0,2.0,2,Suburb,2011,582816.0
2233.0,4.0,2,City,1963,452681.0
2901.0,4.0,1,City,1985,707750.0
2206.0,4.0,2,City,1988,742058.0
2186.0,4.0,3,Suburb,1970,798861.0
2938.0,1.0,1,Suburb,1983,589485.0
2657.0,4.0,3,Suburb,2010,760444.0
2644.0,3.0,3,Suburb,2001,473269.0
2752.0,2.0,3,City,1998,676159.0
1331.0,1.0,3,City,1966,743498.0
2956.0,4.0,2,City,1977,757206.0
2854.0,2.0,2,Suburb,1962,782836.0
1699.0,1.0,1,City,2022,741269.0
2247.0,2.0,1,Suburb,1979,679254.0
2392.0,1.0,3,City,1976,844307.0
2324.0,5.0,3,Suburb,2018,655340.0
2656.0,1.0,1,Suburb,2013,661474.0
3434.0,4.0,1,City,1972,893889.0
3186.0,2.0,1,City,2001,254479.0
1490.0,2.0,1,City,2003,747101.0
2861.0,2.0,3,City,1979,752008.0
3362.0,3.0,1,City,2006,601478.0
2694.0,3.0,2,City,1983,665717.0
3193.0,4.0,3,Suburb,2010,661026.0
3846.0,5.0,2,City,1977,631781.0
3145.0,3.0,1,Suburb,1982,653737.0
2596.0,1.0,2,Suburb,1960,718646.0
3160.0,4.0,1,Suburb,1964,576358.0
2522.0,5.0,2,City,1977,662317.0
2437.0,1.0,3,City,1994,465767.0
2171.0,2.0,2,City,1984,573130.0
3528.0,3.0,3,City,1983,504218.0
1840.0,1.0,2,City,1972,685661.0
3506.0,5.0,2,City,1980,511031.0
2774.0,4.0,3,Suburb,1998,459386.0
1428.0,1.0,3,Suburb,1993,459902.0
2680.0,4.0,1,Suburb,1978,512098.0
931.0,2.0,3,Suburb,1987,813753.0
2863.0,5.0,3,Suburb,1970,887508.0
3047.0,5.0,1,City,2008,613536.0
2000.0,3.0,3,City,1994,444690.0
2507.0,5.0,3,Suburb,2016,619032.0
3805.0,1.0,2,Suburb,1987,865552.0
2061.0,1.0,1,Suburb,2024,696489.0
1669.0,1.0,1,City,1981,449436.0
3470.0,2.0,2,City,2010,929558.0
3811.0,5.0,1,City,1968,610595.0
2422.0,5.0,2,City,1995,584936.0
3137.0,1.0,3,City,2013,834254.0
3370.0,3.0,1,City,1997,703459.0
1893.0,3.0,3,City,2002,851397.0
2076.0,5.0,1,Suburb,1964,642920.0
3292.0,5.0,3,Suburb,1996,652053.0
3614.0,4.0,1,City,2017,593389.0
2819.0,5.0,1,Suburb,2022,685467.0
1796.0,1.0,3,City,2010,657264.0
3828.0,2.0,2,Suburb,2002,560064.0
2043.0,5.0,1,City,2024,415828.0
2182.0,5.0,2,City,2021,732474.0
2662.0,1.0,2,Suburb,2022,710220.0
3521.0,4.0,2,City,1989,624420.0
3025.0,5.0,2,Suburb,1997,801295.0
2714.0,3.0,2,City,2010,684812.0
2748.0,3.0,2,Suburb,1997,726774.0
2450.0,3.0,1,City,2007,662282.0
2815.0,2.0,2,Suburb,1971,431022.0
627.0,2.0,1,City,1979,853860.0
2209.0,5.0,1,Suburb,1961,718392.0
2591.0,5.0,1,Suburb,2014,469086.0
1604.0,5.0,3,Suburb,1965,596797.0
2693.0,2.0,2,Suburb,2021,746835.0
2275.0,5.0,3,City,2008,883878.0
3664.0,1.0,2,Suburb,2013,704978.0
3535.0,4.0,3,City,1969,770879.0
2089.0,3.0,1,City,1983,903868.0
2313.0,3.0,3,City,1988,896917.0
2367.0,1.0,1,City,1965,701533.0
2099.0,5.0,3,City,2017,759301.0
2558.0,2.0,2,City,2016,519923.0
1882.0,5.0,2,City,1962,655447.0
1618.0,5.0,3,City,1983,722386.0
2861.0,3.0,3,Suburb,1978,601684.0
2866.0,3.0,2,Suburb,1968,469056.0
1850.0,2.0,3,City,1989,657197.0
3054.0,3.0,3,Suburb,2003,404510.0
1972.0,5.0,2,Suburb,2012,883708.0
2599.0,1.0,1,City,2019,654600.0
3001.0,2.0,2,Suburb,1982,818265.0
2396.0,1.0,2,Suburb,2020,534432.0
2742.0,5.0,3,Suburb,1966,589451.0
2054.0,2.0,2,City,2003,748868.0
2280.0,1.0,2,City,2014,881191.0
2274.0,2.0,3,Suburb,1998,690149.0
1890.0,5.0,3,City,2018,542122.0
2294.0,2.0,1,City,1964,790698.0
1322.0,5.0,2,Suburb,2001,506414.0
2071.0,2.0,1,Suburb,1973,853280.0
2218.0,2.0,1,Suburb,1986,818168.0
2238.0,3.0,1,Suburb,1975,552156.0
2248.0,5.0,1,City,1961,644754.0
2376.0,4.0,2,City,1978,588294.0
2759.0,2.0,2,City,1982,718562.0
3039.0,1.0,2,City,2000,731587.0
1959.0,3.0,1,City,1973,412316.0
1567.0,3.0,3,City,2006,738786.0
1681.0,2.0,2,City,2022,648666.0
2074.0,4.0,1,City,1967,484881.0
2170.0,3.0,1,City,1986,752127.0
1874.0,5.0,1,Suburb,1999,894533.0
1501.0,2.0,1,City,1987,679112.0
2096.0,2.0,1,City,2020,867222.0
2548.0,4.0,1,City,1997,782975.0
2841.0,5.0,2,Suburb,1983,784639.0
2025.0,5.0,3,Suburb,1987,730951.0
2127.0,4.0,2,City,2000,630652.0
1763.0,1.0,2,City,1977,554529.0
2397.0,5.0,1,Suburb,2008,1112455.0
1818.0,1.0,2,City,1985,688220.0
2826.0,1.0,3,Suburb,1962,685473.0
1154.0,2.0,3,City,1997,821770.0
2165.0,2.0,1,Suburb,1973,386202.0
2633.0,3.0,3,Suburb,1960,747134.0
2550.0,2.0,1,City,1970,859985.0
4328.0,5.0,3,Suburb,1999,856227.0
2668.0,5.0,3,Suburb,1963,746762.0
1708.0,1.0,2,Suburb,1993,515914.0
2352.0,5.0,3,City,2024,794366.0
1161.0,2.0,1,City,2015,500620.0
2362.0,2.0,3,Suburb,1969,883288.0
1829.0,2.0,3,Suburb,2023,777181.0
3068.0,4.0,2,City,1972,607662.0
2030.0,5.0,1,City,1981,820758.0
2337.0,3.0,1,City,2015,640421.0
1969.0,5.0,1,Suburb,2024,677580.0
3652.0,5.0,2,City,1972,768410.0
2192.0,4.0,3,City,1960,655349.0
3718.0,5.0,1,City,1997,630667.0
2997.0,1.0,3,City,2017,571600.0
2761.0,2.0,3,Suburb,1984,801021.0
2681.0,2.0,3,Suburb,2001,669321.0
2699.0,4.0,2,City,1992,816448.0
1053.0,2.0,3,Suburb,2016,579313.0
2222.0,1.0,2,City,1996,520614.0
3019.0,4.0,2,Suburb,2016,823971.0
2385.0,3.0,2,City,2021,506278.0
1424.0,2.0,1,City,1962,582249.0
2382.0,5.0,2,Suburb,1989,749243.0
3627.0,1.0,1,City,2022,926767.0
3303.0,1.0,2,City,1982,716797.0
2376.0,2.0,2,Suburb,2020,508324.0
3094.0,3.0,2,City,1961,530692.0
2160.0,5.0,2,Suburb,1986,662542.0
1212.0,3.0,3,City,2007,756743.0
1764.0,3.0,3,City,2022,524695.0
3527.0,2.0,2,Suburb,1964,532192.0
2225.0,5.0,3,Suburb,1960,654290.0
2247.0,2.0,1,City,1981,766736.0
2207.0,2.0,3,City,1983,474346.0
3769.0,1.0,3,Suburb,2018,317452.0
3572.0,2.0,3,Suburb,2009,649019.0
3992.0,4.0,2,City,1982,1060531.0
2307.0,5.0,1,City,1977,595247.0
2629.0,1.0,2,City,1981,835421.0
1345.0,5.0,1,Suburb,2003,513419.0
3466.0,1.0,2,City,2003,681013.0
1592.0,4.0,3,Suburb,1996,822655.0
2573.0,2.0,1,City,1966,643815.0
1642.0,1.0,3,Suburb,1983,488248.0
2002.0,1.0,1,City,2000,671975.0
1826.0,1.0,1,Suburb,1977,782863.0
1989.0,4.0,2,Suburb,2019,951553.0
2037.0,5.0,2,City,2011,467832.0
2031.0,4.0,3,Suburb,2008,713578.0
3010.0,1.0,3,Suburb,2004,539340.0
1636.0,1.0,1,Suburb,1968,686709.0
2576.0,2.0,1,City,1985,537535.0
3283.0,4.0,2,City,1985,565225.0
2056.0,4.0,2,City,1989,899811.0
1911.0,3.0,2,City,1986,672672.0
2256.0,5.0,2,Suburb,1963,474430.0
3256.0,3.0,2,Suburb,2010,638550.0
2557.0,3.0,1,City,1969,759460.0
2043.0,5.0,1,Suburb,1995,693924.0
2763.0,2.0,3,Suburb,2005,731177.0
1638.0,2.0,1,City,1965,941622.0
2903.0,5.0,2,City,1962,805255.0
2709.0,5.0,1,Suburb,2009,867205.0
2201.0,4.0,1,City,2001,719611.0
1825.0,4.0,1,Suburb,2013,791036.0
1791.0,4.0,3,Suburb,1998,562244.0
2799.0,4.0,3,City,2014,772000.0
3291.0,1.0,1,City,1970,891075.0
1968.0,1.0,1,Suburb,1989,695099.0
2744.0,2.0,2,City,2015,601957.0
940.0,1.0,3,Suburb,1988,858107.0
2005.0,1.0,2,Suburb,1976,547427.0
2398.0,4.0,2,City,1992,997850.0
1775.0,4.0,1,City,1980,711987.0
1756.0,5.0,1,City,1969,429551.0
1946.0,4.0,1,City,1998,728887.0
2627.0,5.0,2,Suburb,2006,869558.0
2287.0,5.0,2,City,2011,827537.0
833.0,1.0,2,City,2000,668385.0
916.0,4.0,1,City,2006,685109.0
1989.0,1.0,1,Suburb,2002,827162.0
2744.0,4.0,1,City,1996,378391.0
500.0,1.0,2,City,2023,582019.0
2065.0,1.0,2,City,2019,559966.0
2047.0,1.0,3,City,1984,786540.0
3404.0,2.0,1,City,1981,534941.0
2147.0,1.0,2,Suburb,2002,559992.0
2691.0,3.0,3,Suburb,1995,597290.0
2520.0,3.0,2,Suburb,2005,542464.0
909.0,3.0,2,City,1981,819294.0
2964.0,5.0,1,City,1994,594857.0
2572.0,1.0,3,Suburb,2006,743097.0
2780.0,3.0,2,City,1992,586746.0
5202.0,5.0,3,Suburb,1972,661708.0
942.0,3.0,3,City,2015,635915.0
3642.0,4.0,1,Suburb,1972,389260.0
2216.0,2.0,3,Suburb,2009,490860.0
2623.0,1.0,1,City,2016,481615.0
2387.0,2.0,1,City,1987,822613.0
2119.0,2.0,1,City,2024,851252.0
2016.0,4.0,3,City,1983,590974.0
2653.0,4.0,2,City,1966,728453.0
1344.0,4.0,1,Suburb,1983,561095.0
2952.0,5.0,2,City,1968,704656.0
2125.0,3.0,3,Suburb,1974,611176.0
1619.0,1.0,2,City,2015,587766.0
2101.0,4.0,2,Suburb,1976,750911.0
3311.0,1.0,1,Suburb,1978,709977.0
2040.0,1.0,1,Suburb,1968,553410.0
2674.0,1.0,1,City,2023,913702.0
1902.0,4.0,3,Suburb,2016,932640.0
2957.0,4.0,2,City,1997,680330.0
2905.0,3.0,3,Suburb,1967,751660.0
3730.0,4.0,3,City,1965,1003892.0
2295.0,4.0,3,Suburb,2008,751143.0
2894.0,1.0,3,City,2004,464579.0
2489.0,3.0,1,City,1980,669283.0
3338.0,2.0,2,Suburb,1993,612462.0
1910.0,4.0,1,Suburb,1971,598266.0
2948.0,4.0,1,City,1998,727794.0
2282.0,2.0,3,Suburb,1965,592647.0
2374.0,1.0,1,City,1991,784985.0
2485.0,3.0,2,City,2019,571558.0
2598.0,1.0,3,Suburb,1967,502443.0
2337.0,5.0,1,City,1997,848337.0
2572.0,4.0,3,Suburb,1978,623277.0
3538.0,5.0,2,City,2014,779520.0
3118.0,4.0,3,City,1968,525358.0
3036.0,5.0,1,City,2011,636242.0
2097.0,2.0,1,City,1987,758244.0
1789.0,4.0,2,Suburb,2021,549743.0
3097.0,4.0,2,City,2007,730230.0
3041.0,5.0,3,Suburb,1998,837634.0
3463.0,3.0,1,City,2012,715086.0
1992.0,5.0,2,City,2022,584313.0
2257.0,4.0,2,Suburb,1978,572426.0
1258.0,4.0,1,City,1992,552242.0
2141.0,3.0,2,City,2023,534475.0
3126.0,1.0,2,Suburb,1985,784128.0
2089.0,3.0,1,City,2004,526765.0
2874.0,1.0,2,City,1960,620065.0
2285.0,4.0,1,City,1994,688843.0
2649.0,2.0,1,Suburb,2004,608574.0
1606.0,2.0,3,Suburb,1992,562767.0
2480.0,5.0,1,Suburb,1990,837631.0
500.0,3.0,2,Suburb,2023,573448.0
2287.0,3.0,3,Suburb,1974,688933.0
1264.0,2.0,3,Suburb,2005,587179.0
3274.0,1.0,2,Suburb,2007,578834.0
2971.0,3.0,3,Suburb,1999,468624.0
2750.0,1.0,2,City,1960,665268.0
3498.0,1.0,3,Suburb,1979,473652.0
1747.0,1.0,2,City,1981,705240.0
3658.0,1.0,1,City,2013,619966.0
3080.0,5.0,1,City,2024,523060.0
2252.0,5.0,3,City,1974,496912.0
3225.0,2.0,3,City,2020,326625.0
1635.0,5.0,1,Suburb,1973,758468.0
1835.0,3.0,2,Suburb,2008,655124.0
1988.0,5.0,3,City,1965,685984.0
2045.0,3.0,1,Suburb,2000,735528.0
1671.0,3.0,3,Suburb,1990,894099.0
3287.0,1.0,1,Suburb,2023,522977.0
2236.0,2.0,1,Suburb,2010,572233.0
2669.0,1.0,1,Suburb,2018,740065.0
2015.0,1.0,2,City,2014,770465.0
1129.0,5.0,3,City,2008,671922.0
2611.0,5.0,2,City,1999,366306.0
1064.0,3.0,2,City,1974,337551.0
2371.0,5.0,1,City,2024,651537.0
1450.0,5.0,2,Suburb,1966,821557.0
3828.0,4.0,3,Suburb,2021,872914.0
3066.0,3.0,3,City,2013,413337.0
2495.0,3.0,1,City,2011,731011.0
3315.0,4.0,1,Suburb,2010,727828.0
1820.0,3.0,3,Suburb,1963,585335.0
2805.0,2.0,3,City,1960,683553.0
2561.0,2.0,1,City,1994,627465.0
2607.0,4.0,2,Suburb,1969,495477.0
3321.0,5.0,3,Suburb,2024,571848.0
2939.0,2.0,1,City,2010,957859.0
2624.0,4.0,1,Suburb,1989,705266.0
1247.0,2.0,3,Suburb,1998,485883.0
1739.0,1.0,1,City,1969,498584.0
2333.0,4.0,3,Suburb,2003,890601.0
2486.0,3.0,1,City,1991,591451.0
1619.0,2.0,1,Suburb,2003,608354.0
4129.0,3.0,2,City,2022,778821.0
3494.0,4.0,1,Suburb,2020,613254.0
2846.0,2.0,3,Suburb,2024,585241.0
2471.0,3.0,3,City,2000,695436.0
2269.0,5.0,2,City,1971,559466.0
